,group,variable,value,articles
245,2014-10,2014,27,"Nanoparticles accumulate quickly in wetland sediment<br><br>Majorana fermion: Physicists observe elusive particle that is its own antiparticle<br><br>US tidal floods will be 'chronic' in 15 yrs, study claims<br><br>'Endless possibilities' for bio-nanotechnology<br><br>Kafka's The Metamorphosis, robot style<br><br>UW fusion reactor concept could be cheaper than coal<br><br>It is rocket science! World's first 3D craft set for take-off<br><br>Obstacles to a revolution in air technology<br><br>Physicists set new records for silicon quantum computing<br><br>Microrobots armed with new force-sensing system to probe cells<br><br>NASA investigating deep-space hibernation technology<br><br>Flexible paper electrodes with ultra-high loading for lithium-sulfur batteries<br><br>World record in data transmission with smart circuits<br><br>NASA is catalyst for hydrogen technology<br><br>Is big data heading for its 'horsemeat moment'?<br><br>Global boom in hydropower expected this decade<br><br>Off-grid German village banks on wind, sun, pig manure<br><br>Breakthrough in molecular electronics paves the way for DNA-based computer circuits in the future<br><br>New intelligence analytics uncover hidden criminal activity in just seconds<br><br>Now in aisle 3 at Lowe's: robots<br><br>Beating battery drain: Power-conserving chip may increase smartphone battery life<br><br>Electric-car drivers trading gas for solar power (Update)<br><br>Supersonic laser-propelled rockets<br><br>The science of charismatic voices<br><br>Use asteroids as stepping stones to Mars: Richard Binzel on NASA's asteroid redirect mission<br><br>'Nanomotor lithography' answers call for affordable, simpler device manufacturing<br><br>US theaters advised to ban 'smart' watches and glasses"
246,2014-10,2015,6,"Toshiba develops lifelike communication android<br><br>Japan firm showcases Bat-Signal of the future<br><br>Off-grid German village banks on wind, sun, pig manure<br><br>Beating battery drain: Power-conserving chip may increase smartphone battery life<br><br>Fully integrating solar power into building design<br><br>The science of charismatic voices"
247,2014-10,2016,1,Fully integrating solar power into building design
248,2014-10,2020,1,Toshiba develops lifelike communication android
249,2014-10,2022,2,"NASA is catalyst for hydrogen technology<br><br>Off-grid German village banks on wind, sun, pig manure"
250,2014-10,2024,1,"Battery system will be able to light 2,500 homes"
251,2014-10,2030,1,"US tidal floods will be 'chronic' in 15 yrs, study claims"
252,2014-10,2045,1,"US tidal floods will be 'chronic' in 15 yrs, study claims"
262,2014-11,1971,1,US military looks for the elusive mothership
263,2014-11,1973,1,Europe set to make space history with comet landing
264,2014-11,1974,1,"After Mars, India space chief aims for the moon"
265,2014-11,1977,1,Europe set to make space history with comet landing
266,2014-11,1983,1,Europe set to make space history with comet landing
267,2014-11,1986,1,Europe set to make space history with comet landing
268,2014-11,1987,1,Self-doping may be the key to superconductivity in room temperature
269,2014-11,1989,1,Europe set to make space history with comet landing
270,2014-11,1990,1,Europe set to make space history with comet landing
271,2014-11,1993,2,"Europe set to make space history with comet landing<br><br>Researchers move ultrafast, low-cost DNA sequencing technology a step closer to reality"
272,2014-11,1994,1,Simon's algorithm run on quantum computer for the first time—faster than on standard computer
273,2014-11,1995,1,Europe set to make space history with comet landing
274,2014-11,1997,1,Europe set to make space history with comet landing
275,2014-11,1998,1,Europe set to make space history with comet landing
276,2014-11,2000,1,Google going where no search engine has gone before: Amit Singhal
277,2014-11,2001,2,Europe set to make space history with comet landing<br><br>Global quantum communications—no longer the stuff of fiction?
278,2014-11,2004,1,Europe set to make space history with comet landing
279,2014-11,2005,2,"Europe set to make space history with comet landing<br><br>Researchers move ultrafast, low-cost DNA sequencing technology a step closer to reality"
280,2014-11,2006,1,Europe set to make space history with comet landing
281,2014-11,2009,1,Europe set to make space history with comet landing
282,2014-11,2010,3,Refreshable Braille gets an engineer's touch<br><br>Social inequality on the Internet also on the increase<br><br>Automakers aim to drive away car computer hackers
283,2014-11,2011,2,Europe set to make space history with comet landing<br><br>Scientists light the way for future electronic devices
284,2014-11,2012,5,Soil-free farming prepares next generation for Green Energy future<br><br>Europe set to make space history with comet landing<br><br>Japanese blueprint sees modern Atlantis spiral deep into ocean<br><br>New 3D printing process could lead to DIY drugstores<br><br>Automakers aim to drive away car computer hackers
285,2014-11,2013,4,"Preparing for alien life<br><br>US military looks for the elusive mothership<br><br>40,000-year-old blood brings mammoth cloning closer<br><br>Automakers aim to drive away car computer hackers"
286,2014-11,2014,20,"Jet-fueled electricity at room temperature: New fuel cell can run without high heat<br><br>Synthetic biology could be big boost to interplanetary space travel<br><br>New research lights the way to super-fast computers<br><br>Frontiers in mineral exploration<br><br>Europe set to make space history with comet landing<br><br>NASA tests revolutionary shape changing aircraft flap for the first time<br><br>New materials yield record efficiency polymer solar cells<br><br>After Mars, India space chief aims for the moon<br><br>Dutchman has bitcoin 'wallets' inserted in hands<br><br>Refreshable Braille gets an engineer's touch<br><br>Europe's 3-D printer set for Space Station<br><br>Scientists light the way for future electronic devices<br><br>Magic tricks created using artificial intelligence for the first time<br><br>US military looks for the elusive mothership<br><br>40,000-year-old blood brings mammoth cloning closer<br><br>Researchers move ultrafast, low-cost DNA sequencing technology a step closer to reality<br><br>A brief history of exo-Earths and the search for life elsewhere<br><br>Building a better battery<br><br>Shaping the future of energy storage with conductive clay<br><br>Automakers aim to drive away car computer hackers"
287,2014-11,2015,7,"Europe set to make space history with comet landing<br><br>Refreshable Braille gets an engineer's touch<br><br>Europe's 3-D printer set for Space Station<br><br>Social inequality on the Internet also on the increase<br><br>Japan toymaker unveils tiny talking, singing humanoid<br><br>Building a better battery<br><br>Global quantum communications—no longer the stuff of fiction?"
288,2014-11,2017,2,"After Mars, India space chief aims for the moon<br><br>Building a better battery"
289,2014-11,2018,3,Europe set to make space history with comet landing<br><br>Preparing for alien life<br><br>A brief history of exo-Earths and the search for life elsewhere
290,2014-11,2020,2,5G is NOT 4G+1<br><br>Electric vehicles could stabilize large disturbances in power grid
291,2014-11,2025,2,"Solar strategy needed to avoid electricity death spiral, according to report<br><br>Building a better battery"
292,2014-11,2030,1,Japanese blueprint sees modern Atlantis spiral deep into ocean
293,2014-11,2050,1,Preparing for alien life
296,2014-12,1997,1,'Fibonacci quasiparticle' could form basis of future quantum computers
297,2014-12,1999,1,World-first 'bionic bra' inches closer to reality
298,2014-12,2004,1,Internet giants wage war on pop-up ad blockers
299,2014-12,2007,1,Lead islands in a sea of graphene magnetize the material of the future
300,2014-12,2011,1,Helicopter steering innovation could herald new era for aerial transport
301,2014-12,2012,2,Amazon's new robot army is ready to ship<br><br>Researchers discover new class of stem cells
302,2014-12,2013,6,"Amazon's new robot army is ready to ship<br><br>Superconductivity without cooling<br><br>World record for compact 'tabletop' particle accelerator<br><br>Drone revolution hovers on the horizon<br><br>Researchers combine logic, memory to build a 'high-rise' chip<br><br>Ten of the biggest science and technology stories of 2014 on Phys.org"
303,2014-12,2014,16,"Amazon's new robot army is ready to ship<br><br>Hawking warns AI 'could spell end of human race'<br><br>World-first 'bionic bra' inches closer to reality<br><br>Internet giants wage war on pop-up ad blockers<br><br>Chemists create 'artificial chemical evolution' for the first time<br><br>Contact lens merges plastics and active electronics via 3-D printing<br><br>Defects are perfect in laser-induced graphene<br><br>Drone revolution hovers on the horizon<br><br>Researchers discover new class of stem cells<br><br>Researchers combine logic, memory to build a 'high-rise' chip<br><br>Researchers invent smart window that tints and powers itself<br><br>Newest computer neural networks can identify visual objects as well as the primate brain<br><br>Driverless public transport will change our approach to city planning – and living<br><br>Electronic gadget for shaking hands over the Internet<br><br>Intelligent façades generating electricity, heat and algae biomass<br><br>Ten of the biggest science and technology stories of 2014 on Phys.org"
304,2014-12,2015,6,Hawking warns AI 'could spell end of human race'<br><br>Milestones in human-machine cooperation<br><br>Tidal turbine success signals buoyant future for marine-based energy<br><br>Drone revolution hovers on the horizon<br><br>Morocco raises 1.7 bn euros for solar plants<br><br>Driverless public transport will change our approach to city planning – and living
305,2014-12,2016,1,Thermoelectric power plants could offer economically competitive renewable energy
306,2014-12,2018,2,Drone revolution hovers on the horizon<br><br>Engineering students aim to generate first breathable air on Mars
307,2014-12,2020,1,"Intelligent façades generating electricity, heat and algae biomass"
308,2014-12,2025,1,Engineering students aim to generate first breathable air on Mars
312,2015-01,1985,1,High-temperature superconductor 'fingerprint' found
313,2015-01,1990,1,"In next 15 years, Gates Foundation sees big jump for poor"
314,2015-01,1995,1,Swiss bank on safe haven label to become world's data vault
